Source,Event_ID,Event Summary,URL,Operating Systems,Category and Subcategory,Type,Description,Event Example
Windows,4718,System security access was removed from an account,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4718,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Authentication Policy Change,Success,"This event documents the revokation of logon rights such as ""Access this computer from the network"" or ""Logon as a service"". 

Rights, like most other security settings, are defined in group policy objects and applied by the computer. Therefore this event will normally show the Assigned By user as the system itself. To determine who actually made the rights assignment change you must search the domain controllers' security logs for changes to groupPolicyContainer objects (logged by Directory Service auditing). Logon ID allows you to link this event to the prior event 4624 logon event of the user who performed this action. 

This event, 4718 documents the system name for each logon right as opposed to the more familiar description. Click here for a cross reference. 

Note: This event and 4717 log changes to strictly logon rights such as ""Access this computer from the network"" or ""Logon as a service"" - not to other rights such as ""Change the system time"" or ""Take ownership of files and other objects"". See events 4704 and 4705.",System security access was removed from an account.
Windows,4719,System audit policy was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4719,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Policy Change                  • Audit Policy Change,Success,"This computer's system level audit policy was modified - either via Local Security Policy, Group Policy in Active Directory or the audipol command.",System audit policy was changed.
Windows,4720,A user account was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4720,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user identified by Subject: created the user identified by New Account:.  

Attributes show some of the properties that were set at the time the account was created.  Notice account is initially disabled.

This event is logged both for local SAM accounts and domain accounts.

You will see a series of other User Account Management events after this event as the remaining properties are punched down, password set and account finally enabled.",A user account was created.
Windows,4722,A user account was enabled,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4722,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user identified by Subject: enabed the user identified by Target Account:.  

This event is logged both for local SAM accounts and domain accounts.

This event is always logged after event 4720 - user account creation.

You will also see event ID 4738 informing you of the same information.",A user account was enabled.
Windows,4723,An attempt was made to change an account's password,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4723,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user attempted to change his/her own password.  Subject and Target should always match.  Don't confuse this event with 4724.

This event is logged as a failure if his new password fails to meet the password policy.

If the user fails to correctly enter his old password this event is not logged.  Instead, for domain accounts, a 4771 is logged with kadmin/changepw as the service name.

This event is logged both for local SAM accounts and domain accounts.

You will also see event ID 4738 informing you of the same information.",An attempt was made to change an account's password.
Windows,4724,An attempt was made to reset an accounts password,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4724,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The Subject attempted to reset the password of the Target:  

Don't confuse this event with 4723.

This event is logged as a failure if the new password fails to meet the password policy.

This event is logged both for local SAM accounts and domain accounts.

You will also see one or more event ID 4738s informing you of the same information.",An attempt was made to reset an account's password.
Windows,4725,A user account was disabled,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4725,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user identified by Subject: disabled the user identified by Target Account:.  

This event is logged both for local SAM accounts and domain accounts.

You will also see event ID4738 informing you of the same information.",A user account was disabled.
Windows,4726,A user account was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4726,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user identified by Subject: deleted the user identified by Target Account:.  

This event is logged both for local SAM accounts and domain accounts.

You will also see event ID 4738 informing you of the same information.",A user account was deleted.
Windows,4727,A security-enabled global group was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4727,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: just created a Security Global group identified in New Group.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Global means the group can be granted access in any trusting domain but may only have members from its own domain.

This event is only logged on domain controllers.",A security-enabled global group was created.
Windows,4728,A member was added to a security-enabled global group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4728,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: added the user/group/computer in Member: to the Security Global group in Group:.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Global means the group can be granted access in any trusting domain but may only have members from its own domain.  

This event is only logged on domain controllers.",An account was successfully logged on.
Windows,4729,A member was removed from a security-enabled global group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4729,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: removed the user/group/computer in Member: from the Security Global group in Group:.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Global means the group can be granted access in any trusting domain but may only have members from its own domain.  

This event is only logged on domain controllers.",A member was removed from a security-enabled global group.
Windows,4730,A security-enabled global group was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4730,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: deleted the Security Global group identified in Deleted Group.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Global means the group can be granted access in any trusting domain but may only have members from its own domain.

This event is only logged on domain controllers.",A security-enabled global group was deleted.
Windows,4731,A security-enabled local group was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4731,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: created a Security Local group identified in New Group.

This event is logged on domain controllers for Active Directory domain local groups and member computer for local SAM groups.  You can determine if the group is a domain or SAM group by comparing Group Domain: to the Computer: name.  If they match you have a SAM group, if they differ you have a domain group.

Active Directory

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group means the group can only be granted access to objects within its domain but can have members from any trusted domain.

Local SAM

All groups are security groups in the computer's SAM.  Local SAM groups can be granted access to objects on the local computer only but may have members from the local SAM and any trusted domain.",A security-enabled local group was created.
Windows,4732,A member was added to a security-enabled local group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4732,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: added the user/group/computer in Member: to the Security Local group in Group:.

This event is logged on domain controllers for Active Directory domain local groups and member computer for local SAM groups.  You can determine if the group is a domain or SAM group by comparing Group Domain: to the Computer: name.  If they match you have a SAM group, if they differ you have a domain group.

Active Directory

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. A domain local group means the group can only be granted access to objects within its domain but can have members from any trusted domain.

Local SAM

All groups are security groups in the computer's SAM.  Local SAM groups can be granted access to objects on the local computer only but may have members from the local SAM and any trusted domain.",A member was added to a security-enabled local group.
Windows,4733,A member was removed from a security-enabled local group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4733,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: removed the user/group/computer in Member: to the Security Local group in Group:.

This event is logged on domain controllers for Active Directory domain local groups and member computer for local SAM groups.  You can determine if the group is a domain or SAM group by comparing Group Domain: to the Computer: name.  If they match you have a SAM group, if they differ you have a domain group.

Active Directory

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group means the group can only be granted access to objects within its domain but can have members from any trusted domain.

Local SAM

All groups are security groups in the computer's SAM.  Local SAM groups can be granted access to objects on the local computer only but may have members from the local SAM and any trusted domain.",A member was removed from a security-enabled local group.
Windows,4734,A security-enabled local group was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4734,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: deleted the Security Local group identified in Deleted Group.

This event is logged on domain controllers for Active Directory domain local groups and member computer for local SAM groups.  You can determine if the group is a domain or SAM group by comparing Group Domain: to the Computer: name.  If they match you have a SAM group, if they differ you have a domain group.

Active Directory

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group means the group can only be granted access to objects within its domain but can have members from any trusted domain.

Local SAM

All groups are security groups in the computer's SAM.  Local SAM groups can be granted access to objects on the local computer only but may have members from the local SAM and any trusted domain.",A security-enabled local group was deleted.
Windows,4735,A security-enabled local group was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4735,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: changed the Security Local group identified in Group:.

This event is logged on domain controllers for Active Directory domain local groups and member computer for local SAM groups.  You can determine if the group is a domain or SAM group by comparing Group Domain: to the Computer: name.  If they match you have a SAM group, if they differ you have a domain group.

Active Directory

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group means the group can only be granted access to objects within its domain but can have members from any trusted domain.

Local SAM

All groups are security groups in the computer's SAM.  Local SAM groups can be granted access to objects on the local computer only but may have members from the local SAM and any trusted domain.",A security-enabled local group was changed.
Windows,4737,A security-enabled global group was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4737,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: changed the Security Global group identified in Group:.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Global means the group can be granted access in any trusting domain but may only have members from its own domain.

This event is only logged on domain controllers.",A security-enabled global group was changed.
Windows,4738,A user account was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4738,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The user identified by Subject: changed the user identified by Target Account:.  

Attributes show some of the properties that were set at the time the account was changed.  

This event is logged both for local SAM accounts and domain accounts.

Depending on what was changed you may see other User Account Management events specific to certain operations like password resets.",A user account was changed.
Windows,4739,Domain Policy was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4739,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Other Account Management Events,Success,"This computer's Security Settings\Account Policy or Account Lockout Policy policy was modified - either via Local Security Policy or Group Policy in Active Directory.

There are few other operations that can generate this event, including:",Domain Policy was changed.
Windows,4740,A user account was locked out,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4740,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • User Account Management,Success,"The indicated user account was locked out after repeated logon failures due to a bad password.  

See event ID 4767 for account unlocked.

This event is logged both for local SAM accounts and domain accounts.",A user account was locked out.
Windows,4741,A computer account was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4741,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Computer Account Management,Success,"The user identified by Subject: created the computer identified by New Computer Account:.  

Note: computer accounts always end with a $.",A computer account was created.
Windows,4742,A computer account was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4742,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Computer Account Management,Success,"The user identified by Subject: changed the computer identified by Computer Account That Was Changed:.  

Note: computer accounts always end with a $","A computer account was changed.

Subject:"
Windows,4743,A computer account was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4743,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Computer Account Management,Success,"The user identified by Subject: changed the computer identified by Target Computer:.  

Note: computer accounts always end with a $.",A computer account was deleted.
Windows,4744,A security-disabled local group was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4744,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: created a Local Distribution group identified in New Group.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group can have members from any trusted domain.",A security-disabled local group was created.
Windows,4745,A security-disabled local group was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4745,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: changed the Local Distribution group identified in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group can have members from any trusted domain.","A security-disabled local group was changed.
Subject:"
Windows,4746,A member was added to a security-disabled local group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4746,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: added the user/group/computer in Member: to the Local Distribution group in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group can have members from any trusted domain.",A member was added to a security-disabled local group.
Windows,4747,A member was removed from a security-disabled local group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4747,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: removed the user/group/computer in Member: to the Local Distribution group in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group can have members from any trusted domain.",A member was added to a security-disabled local group.
Windows,4748,A security-disabled local group was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4748,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: deleted the Local Distribution group identified in Deleted Group.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A domain local group can have members from any trusted domain.",A security-disabled local group was deleted.
Windows,4749,A security-disabled global group was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4749,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: created a Global Distribution group identified in New Group.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A global group can only have members from its own domain.",A security-disabled global group was created.
Windows,4750,A security-disabled global group was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4750,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: changed the Global Distribution group identified in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A global group can only have members from its own domain.",A security-disabled global group was changed.
Windows,4751,A member was added to a security-disabled global group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4751,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: added the user/group/computer in Member: to the Global Distribution group in Group:.

This event is only logged on domain controllers.
 
In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 
 
A global group can only have members from its own domain.",A member was added to a security-disabled global group.
Windows,4752,A member was removed from a security-disabled global group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4752,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: removed the user/group/computer in Member: from the Global Distribution group in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

A global group can only have members from its own domain.",A member was removed from a security-disabled global group.
Windows,4753,A security-disabled global group was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4753,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Distribution Group Management,Success,"The user in Subject: deleted the Global Distribution group identified in Deleted Group.

This event is only logged on domain controllers.
 
In Active Directory Users and Computers ""Security Disabled"" groups are referred to as Distribution groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 
 
A global group can only have members from its own domain.",A security-disabled global group was deleted.
Windows,4754,A security-enabled universal group was created,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4754,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: created a Universal Security group identified in New Group.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Universal means the group can be granted access in any trusting domain and may have members from any trusted domain.

This event is only logged on domain controllers.",A security-enabled universal group was created.
Windows,4755,A security-enabled universal group was changed,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4755,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: changed the Universal Security group identified in Group:.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Universal means the group can be granted access in any trusting domain and may have members from any trusted domain.

This event is only logged on domain controllers.",A security-enabled universal group was changed.
Windows,4756,A member was added to a security-enabled universal group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4756,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: added the user/group/computer in Member: to the Universal Security group in Group:.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Universal means the group can be granted access in any trusting domain and may have members from any trusted domain.

This event is only logged on domain controllers.",A member was added to a security-enabled universal group.
Windows,4757,A member was removed from a security-enabled universal group,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4757,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: removed the user/group/computer in Member: from the Universal Security group in Group:.

This event is only logged on domain controllers.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Universal group may have members from any trusted domain.",A member was removed from a security-enabled universal group.
Windows,4758,A security-enabled universal group was deleted,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4758,"['Windows 2008 R2', '7\r\n                        \r\n                            Windows 2012 R2', '8.1\r\n                        \r\n                            Windows 2016', '10\r\n                        \r\n                            Windows Server 2019', '2022']",Account Management             • Security Group Management,Success,"The user in Subject: deleted the Universal Security group identified in Deleted Group.

In Active Directory Users and Computers ""Security Enabled"" groups are simply referred to as Security groups. AD has 2 types of groups: Security and Distribution. Distribution (security disabled) groups are for distribution lists in Exchange and cannot be assigned permissions or rights. Security (security enabled) groups can be used for permissions, rights and as distribution lists. 

Universal means the group can be granted access in any trusting domain and may have members from any trusted domain.

This event is only logged on domain controllers.",A security-enabled universal group was deleted.
